1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111
1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111
1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111
1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111
1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111
1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111
1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111
1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111
1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111
1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111
1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111
1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111
1111110000,0000000000,0000000000,0000000001,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111
1111110000,0000000000,0000000000,0000000001,1111111111,1110000000,0000000000,0000000000,0000000001,1111111111
1111110000,0000000000,0000000000,0000000001,1111111111,1110000000,0000000000,0000000000,0000000001,1111111111
1111110000,0000000000,0000000000,0000000001,1111111111,1110000000,0000000000,0000000000,0000000001,1111111111
1111110000,0000000000,0000000000,0000000001,1111111111,1110000000,0000000000,0000000000,0000000001,1111111111
1111110000,0000000000,0000000000,0000000001,1111111111,1110000000,0000000000,0000000000,0000000001,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000000,0000000000,0000000000,0000000001,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111111,1111111111,1110000001,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111111,1111111111,1110000001,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111111,1111111111,1110000001,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111111,1111111111,1110000001,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111111,1111111111,1110000001,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111111,1111111111,1110000001,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111111,1111111111,1110000001,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111111,1111111111,1110000001,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111111,1111111111,1110000001,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111111,1111111111,1110000001,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111111,1111111111,1110000001,1111111111
1111110000,0000000000,0000000000,0000000001,1111111111,1110000000,0000000000,0000000000,0000000001,1111111111
1111110000,0000000000,0000000000,0000000001,1111111111,1110000000,0000000000,0000000000,0000000001,1111111111
1111110000,0000000000,0000000000,0000000001,1111111111,1110000000,0000000000,0000000000,0000000001,1111111111
1111110000,0000000000,0000000000,0000000001,1111111111,1110000000,0000000000,0000000000,0000000001,1111111111
1111110000,0000000000,0000000000,0000000001,1111111111,1110000000,0000000000,0000000000,0000000001,1111111111
1111110000,0000000000,0000000000,0000000001,1111111111,1110000000,0000000000,0000000000,0000000001,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111100,0000111111,1111111111,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111100,0000111111,1111111111,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111100,0000111111,1111111111,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111100,0000111111,1111111111,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111100,0000111111,1111111111,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111100,0000111111,1111111111,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111100,0000111111,1111111111,1111111111
1111110000,0011111111,1111111111,1110000001,1111111111,1110000001,1111111100,0000111111,1111111111,1111111111
1111110000,0011111111,1111111111,1110000000,0000000000,0000000001,1111111100,0000111111,1111111111,1111111111
1111110000,0011111111,1111111111,1110000000,0000000000,0000000001,1111111100,0000111111,1111111111,1111111111
1111110000,0011111111,1111111111,1110000000,0000000000,0000000001,1111111100,0000111111,1111111111,1111111111
1111110000,0011111111,1111111111,1110000000,0000000000,0000000001,1111111100,0000000000,0000000000,0111111111
1111110000,0011111111,1111111111,1110000000,0000000000,0000000001,1111111100,0000000000,0000000000,0111111111
1111110000,0011111111,1111111111,1110000000,0000000000,0000000001,1111111100,0000000000,0000000000,0111111111
1111110000,0011111111,1111111111,1111111111,1111111111,1100000001,1111111100,0000000000,0000000000,0111111111
1111110000,0011111111,1111111111,1111111111,1111111111,1100000001,1111111100,0000000000,0000000000,0111111111
1111110000,0000000000,0000000000,0000000111,1111111111,1100000001,1111111100,0000000000,0000000000,0111111111
1111110000,0000000000,0000000000,0000000111,1111111111,1102000001,1111111100,0000000000,0000000000,0111111111
1111110000,0000000000,0000000000,0000000111,1111111111,1100000001,1111111100,0000000000,0000000000,0111111111
1111110000,0000000000,0000000000,0000000111,1111111111,1100000001,1111111100,0000000000,0000000000,0111111111
1111110000,0000000000,0000000000,0000000111,1111111111,1100000001,1111111100,0000000000,0000000000,0111111111
1111110000,0000000000,0000000000,0000000111,1111111111,1100000001,1111111100,0000000000,0000000000,0111111111
1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111
1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111,1111111111
